Juego,Review
Horizon Zero Dawn,"A really great game, though not without faults. In short here are some of the nitpicks I gathered for otherwise a really superb experience which I recommend to almost anyone. The story is intriguing, the world and enemies are unique, the characters are interested and actual gameplay is superb. You can go in guns blazing and try to defeat enemies that way, or you can lay traps, ambush them and scan and hit enemies weak points for a lot easier and fun time. Now on the whining part:<br/><br/>&gt;The RPG aspect was weak, like really weak, this was my own fault expecting it to be a more fleshed out RPG, but nowadays as even Far Cry games have this genre attached I shouldn't be surprised I got what I got. But actual character choice and development from a skill point of view is really bare bones.<br/>&gt;This comes to a second fault, lack of weapon, armor etc variety defeats the purpose of exploring besides the joy of exploring (which should be the main part, but without a carrot dangling in the end, it gets boring after some time) as you will get the same pool of resources as you can get weapons and armor only from merchants due to lack of variety.<br/>&gt;Lots of cliches, while the overall story was good, there were many Holywood moments. I counted at least 3 times where a character died just at the moment I came in after giving me final words before his death.<br/>&gt;End boss fight was a bit disappointing"
Horizon Zero Dawn,"I'm pretty sure if you look up ""perfect game"" there's just a picture of this game's cover art. I genuinely can't say enough good things"
Horizon Zero Dawn,"Great game. Farcry fans may find similarity and underrate it just because they bored of towers and craft system. Pretty good story. I cant stand melee combat system, but it's good with other weapons. Huge variation of weapons and ways to kill things. I recommend playing on highest difficulty."
Horizon Zero Dawn,"pros: awesome visuals (landscapes, characters), lots of content | cons: weak main story, easy even on hard"
Horizon Zero Dawn,"Best game that I've ever played. It is the same entertainment level with GTA V and Batman Arkham City for me. Story, graphics, characters... All good. After I finished it, I played Frozen Wilds DLC and it was like a whole new game. A big extension. Fully recommended!"
Horizon Zero Dawn,"HZD is casual like a GAP pullover with it's simple exercises like running, jumping and archery. It looks great, speaking about graphics, but from the point of the story it's naked like a skeleton corpse. I could almost telepathically see the past when some bosses cut the budget for the story. <br/><br/>Oh, man, and the skill tree is so boring. Why actually I could not attack a creature jumping from above? I did it in many games before. More-loot-from-dinosaurs skill to make some more trash devices to hunt dinosaurs? Or maybe you are dreaming about super skill of grabbing a loot from corpses, sitting in a saddle of robohorse? Thanks a lot, that will be soooo helpful.<br/><br/>I mean, HZD is not so bad if you want some relaxed gaming and no so common setting. But tempted gamers will skip Horizon for sure."
Horizon Zero Dawn,"Definitely overrated game. I was really bored by plot and gameplay, but god... those dialogues were increadibly bad. I will only add that amount of monsters was really disappointing too, making new monsters by renaming older ones and giving them additional weapon. Last boss fight was boring, easy, a little bugged and totally too much simple. The only thing that I enjoyed in this game was landscape."
Horizon Zero Dawn,"My GOTY, 2017, and only Platinum trophy to date. Stunning game, especially in 4K with HDR on PS4 Pro."
Horizon Zero Dawn,"The DLC is amazing, the environment is stunning as always. My overall rate is absolutely recommend, but I’d like to cite some drawbacks. <br/>
First, I didn’t like the new ambush-style quests, there are just too many machines you have to kill. <br/>
Second, Frostclaw and Fireclaw. While the first can be fun, the latter is overpowered even for a high-level character and weapons a fight can take up to half an hour, and this is very tiresome. Also there’s AI cheating, both Claws can do a ground attack with a auto-target and large range. I once hid behind some rocks and then BOOM! I’m dead. So there’s you can run, but you can’t hide strategy.<br/>
Despite these flaws it’s still a great DLC, and if you like the original game, you should definitely buy this one.
"
Horizon Zero Dawn,"I haven't actually finished this game yet but, I""ve played enough to be able to talk about it so here it is:<br/><br/>This is an action based game with an intriguing story and  magnificant graphics. Because this is an open world game where you have plenty of space and sidequests to complete you'll find multiple machines which are actually the animals of this world. They aren't friendly so you'll either have speed through them, stealth around them or if you really want to and have the ability to: overridethem for a certain period of time 9 make them your ally). Each machine is unique as they have different abilities and weak spots for you to hit. Every time you get used to these beasts there will be a new one which will challange you yet hypnotise you with their beaty and power.<br/><br/>The game itself looks pretty darn amazing and the action isn't bad either. Mostly you use ranged weapons, like different types of bows and slingshots, but you also have a spear that can either produce a weak or a strong hit. After every mission you will get a skilll point which allows you to either unlock or upgrade yourself and your abilities: run quieter, collect more items from the robotic animals, slow down time when aiming-that's just some of them!<br/><br/>One thing that I didn""t enjoy the most was the story developping (but it could've been me as I like to take time and explore). For me, it was just a little too slow but when I played a couple of the important missions it definetly got much more interesting because you're finally unravelling what happend to humanity and why are they back in the 'stone age' or who and for what reason created the machines? <br/><br/>I would definetly recommend this to everyone and I hope that you or your friends will enjoy this beautiful game with the unique setting in the future!"
Horizon Zero Dawn,"i am currently playing "" horizen zero dawn "" and i think it is an excellent game: the graphics are realistic and the story is intresting especially when you get to the middle of the game , I really do recomend this to any gamer who likes action. <br/>                                                                   -  :)"
Horizon Zero Dawn,Creative open-world. I really liked.
Horizon Zero Dawn,.
Horizon Zero Dawn,9/10
Horizon Zero Dawn,4.0
Horizon Zero Dawn,BEAUTIFUL game! Great story and amazing bow and arrow action! 10/10
Horizon Zero Dawn,Amazing Visuals
Horizon Zero Dawn,Gameplay 10/10<br/>Story 9/10<br/>Graphics 9/10<br/>Soundtrack 10/10<br/>Sound Effects 8/10
Horizon Zero Dawn,Very unique and interesting game. 
Horizon Zero Dawn,Was alright. 
Horizon Zero Dawn,A beautiful game. There is nothing more to say. I can't wait for the next. 9/10
Horizon Zero Dawn,THIS GAME IS SO GOOD. I SPENT 51 HOURS IN 3 DAYS BEATING THIS GAME.
Horizon Zero Dawn,First game beaten on platinum trophy.
Grand Theft Auto IV,"So... Grand Theft Auto 4 is a big Game in itself, but what bothers me extremely about it is Windows Live! Why? Why was Windows built live with it I start GTA 4 going away (on Clo or Kitchen ...) come back from usual I expect that I am already in the Main Menu, but what is? ""Please log in to the Social Club"" and when I Then start game clicking comes the error Message ""Social Club registration failed, Please try again."" I entered password and E-mail correctly but it doesn't work! No matter GTA 4 is awesome but the Windows Live and Sacial Club thing is real schei * e! But do not recommend it. I'd rather save Money until you've had enough for GTA 5."
Grand Theft Auto IV,"When I read that the Game on Windows 8.1 is not supposed to work, I got stubborn when I Bought it. It was actually the case that the Game was not running at The start and I was forced to search the Internet for Solutions. An Estimated 2 Days it cost me to make the Game run, as I did exactly, I don't know exactly myself, because I am not a computer freak and therefore only do what different Forums have advised:D The Game itself is a Lot of Fun and you can hide with it for half an Eternity. Of Course, you can't compare the Graphics with that OF GTA 5 and the Game world is also rather measly in Contrast to the one of the ""latest"" part, but that's not supposed to diminish the Fun of The Game. Therefore, I can't complain and am absolutely happy with it for a Price of 4 (!!!) To have got euros in an Offer ^^"
Grand Theft Auto IV,"In Short: Absolute Mis-buying for me. Without the external Help of IT-Spezis, it is almost impossible for ordinary Users to walk. Support for laptop/notebook and its Gaming Graphics Cards: FEHLANZEIGE. Graphics cards with more than 2GB Of VRam are not recognized, but they can find Help in many Forums. Yes, even today you still need a GfWL account for the Game next to Steam (Now called the Microsoft account), an Account on XBox-Live (you also want to be able to save your Game?) and a Membership of Rockstar Socialclub (Prerequisite for online MPlayer).
So from because of it just buy fast, download and get started. Wishful Thinking, at least at the laptop. Anyone who tells you something else is lying to you ♥ ♥ ♥ ♥ ♥ brazenly. Why Rockstar still doesn't shrug and take a Port of the Game on Steam, just as the other Studios left the GfWL have done, remains speculative to me. Why is there no Patch for the Game that is optimized with the new Generations of mobile Graphics Cards? Well, at The end of January 2015, I don't think anyone asks the Question anymore.
P.S. My negative Criticism is due solely to lousy technical implementation/Portierung/Support. The Game Content itself remains unaffected by it. Cheerz"
Grand Theft Auto IV,"Pretty good. Graphics were top notch for its time, the story is actually engaging and missions are quite fun"
Grand Theft Auto IV,"i was only a child when i played this so i did not shit myself because i was freshly potty trained. However, i gurantee if i or you played through this masterpiece again we'd both shit ourselves. 10/10"
Grand Theft Auto IV,"I was 14 when this game came out, so i was the exact target audience.  And they definitely hit the target.  Great soundtrack, truly impressive scope (for the time, not at all now), and some great writing for a video game."
Grand Theft Auto IV,"Niko Bellic and his cousin Roman, GTA IV is a true masterpiece, great story, graphics, controls, everything but one thing... the PC port, IT SUCKS! a 2008 game cannot be run without slow frames and braking bugs after a thousand updates since then."
Grand Theft Auto IV,"Grand Theft Auto 4 is a beautiful game in it's own right;  Liberty City is grimy and crime ridden.  You live in the bottom rungs of society, ignored by the upper crust except when your criminal services come in handy... you find yourself trapped in a loop of crime that seems inescapable.<br/><br/>Unfortunately, the game is hindered by the game engine and it's 2008 gaming philosophy.  The cars are floaty like you're driving underwater and the game camera is very low to the ground... combine that with the claustrophobic streets of Liberty City and there's few times you get to just open up the throttles and enjoy the drive.<br/><br/>The combat is also awkward and very obviously dated.<br/><br/>But the worst part:  Failing a mission is BRUTAL.  They take your guns and money, then they set you far away from the mission start.  ""Replaying"" a mission means spending time rebuying all your stuff with depleted funds and driving across the entire city to hit triggers just to try again.<br/><br/>All in all, it's got a great and engaging story mired by an old gaming philosophy.  Back in 2008 when I might have bought one game every few months this grind would have been normal.  Nowadays I've got hundreds of games at my fingertips.  I like difficult challenges, but I don't like my time wasted."
Grand Theft Auto IV,This is the best gta ever great game I actually think that this is one of the best story's ever when this game came out in 2008 it was the best looking game at that time Niko was a very awesome and unique character in the series if you watch the film behind enemy lines you will see a guy who looks exactly like Niko there is alot of things I wish they would have done with the game like add car customizing you can paint your car but sometimes it takes a long time to get the color you want definitely has some of the best soundtracks in gaming the fighting is fantastic I can go around for 2 hours straight fighting people in this game the shooting is the same way very addictive the ragdoll physics are awesome super satisfying gta 4 hands down beats gta5 for all I just said except for car customizing and graphics great game if you haven't played I highly recommend you do so and also the police aren't as brutal as in gta5 and the AI aren't as good of shots either which is awesome but just talking about this game makes me want to go back and play it.
Grand Theft Auto IV,"Grand Theft Auto IV is kind of a reboot for Rockstar’s Grand Theft Auto series.  Technically this game is the first in the “HD” universe of Grand Theft Auto games. I am unaware if these recent games (including GTA V) exist in the same universe as the old Grand Theft Auto games, but I highly doubt it as these games seem to be more connected to each other as opposed to older games that are merely referenced in easter eggs and not outright referenced by a line of dialogue or something more concrete. But I digress. GTA IV centers on Niko Bellic a war hero and immigrant from Eastern Europe as he tries to find a new life in America and contend with the criminal element that can either help or kill him. The game is in itself an immigrant story of sorts. There is a lot of diversity that is reflected in the game, both in aesthetic and the open world design as well as the stories and missions. This is seemingly reflective of the reality of New York City, which is the basis for the setting of this game. The game follows the struggles and hardships that immigrants face when placed in the overbearing culture and boundless opportunity that America is known for. The city, Liberty City, is based on New York City. There are four boroughs that are modeled on the four boroughs of New York City. Something that always comes to mind for me is how decadent and disgusting the city appears. I don’t expect New York to be this clean shiny city, but this game really goes out of its way to show how nasty this city is (both physically and perhaps culturally and socially due to the characters and actions that are depicted in the game). The gameplay is really good. Few games really capture driving mechanics as well as GTA does. Most games kind of pull a Saints Row where the driving mechanics feel so weightless and nonexistent. The gunplay and physics are good, especially for 2008.  However, some of the movement mechanics are rather clunky. The graphics are severely dated, it’s not distracting but it’s definitely a product of its time. But textures and  the rendering in this game is really bad, oddly enough I think Red Dead Redemption shares that element as well, sadly, I will pay attention when I play through it to see if this is the case. The game is vast with plenty of things to do and immerse yourself in. Not as much as say, Red Dead Redemption II or GTA V, but it’s enough to be annoying and not overwhelming. For instance, the supporting characters can have closer relationships with Niko if he spends time with them, so that leads to the annoying bombardment  of your ingame cellphone with suggestions and invitations by other characters to go grab a drink or go bowling or engage in the numerous activities featured in the game. That gets annoying. Also, it’s really annoying to complete a mission, call the mission provider to inform him or her that you completed the mission only for you to tap X or A to speed up walking a bit, or to get shot at by a police officer or a criminal which cancels that action. The police in this game are so annoying.  The voice acting in the game is very good. Rockstar has the tendency to cast quality voice actors that no one has ever heard of, or at least I haven’t heard of and I like to think that I keep up with films and other mediums. While flawed, this game is definitely a must play for anyone. It hasn’t aged well for me, but it doesn’t diminish the overall quality of the game.<br/><br/>Rating: 4.5/5"
Grand Theft Auto IV,"The game has a great story, great and well-built characters, a badass protagonist, game mechanics are really good besides some bad things here and there (well, even GTA V have its)."
Grand Theft Auto IV,"I finally revisited the series since I played San Andreas ten years ago! GTA IV is a good game, and it's definitely worth your time even if you are a Japanese indie-strategy lover or worse. I won't touch upon the subjects that was discussed through and through such as the gameplay (you kill and steal, duh) or the soundtrack (brilliant and authentic as always) or anything like that.<br/><br/>My personal experince was that in this GTA I really loved shooting. Never before assaults in the series have felt so good. Which is probably why there are lots of missions involving assaults in some form. The weapons felt different and guns make you change the playing style. This was the first game where I loved to shoot the pistol, the weapon that is usually regarded as the lamest one. Mastering the pistol is very rewarding in some sense, because when you finish storming the building full of gangsters wielding AK47s or M16s, you feel like a bad ass antihero that Niko really is.<br/><br/>In some sense, the game is truer-to-life than San Andreas, since there are no jetpacks or easily-stealable tanks or spy-planes. In some sense, it is not, since you can't work out to fight or run more effectively and you can't put on weight either.<br/><br/>As for the story, I demote the overall score from Exceptional to Recommended because of it. The story is sometimes not logical and sometimes too predictive (something like a bad action B-movie), some really interesting characters that you meet don't develop at all and die quickly. In this sense GTA IV really make you revisit Liberty City, since GTA III also suffered from the bad story (but it was kinda the first game in the series, so it was justifiable back then)."
Grand Theft Auto IV,8
Grand Theft Auto IV,Amazing
Grand Theft Auto IV,7/10
Grand Theft Auto IV,nice game!!<br/><br/>respect!!
Grand Theft Auto IV,10/10
Grand Theft Auto IV,adds
Grand Theft Auto IV,"9/10 - The first GTA i really finished, really great game, Niko is my favorite GTA protagonist."
Grand Theft Auto IV,8/10
Grand Theft Auto IV,"GTA4 steam version is imposible to play, crashes 100%"
Rocket League,"The Game is very good.
There's the rather exotic Sport of the Car ball, which is similar to Football. In Germany, it was made known by Stefan Raab. Two Groups of Cars/Motorists have to bugger a huge Ball into the opponent's goal.
Rocket League (RL) takes up this Game idea and implements it quite ingeniously electronically, adding many Variants to this Principle.
The most common Variant Of the Game is a Football-like game in a Football-like Arena. However, this is completely surrounded by Walls and a Ceiling, all of which are passable. The Corners are rounded, so the Vehicles, as well as the Ball, don't corner anywhere.
The Learning Curve in this Game is quite steep. The Tutorial is highly recommended. But You will also notice what Art it is. As long as all the Participants are about the same, it's a lot of Fun. From a very simple Way of Playing (as you might know it from the real Car stop) to Acrobats of the Skies (yes, the Cars can fly), which leave your Mouth open, everything is conceivable.
You can both perform private Matches (i.e. play with Friends, one makes the Host and invites), using Bots (stupid, heavy or saucid) or public Matches, with the game picking the Opponents. Here you can compete as a Team closed or join a Team as a Single Player. It is possible to 1vs1 to 4vs4.
However, this Match finding is not without Pitfalls and the Main Problem that can spoil the Fun. The right Match finding is certainly a very complex Problem and I understand that this is not easy to program or implement. Since Games limited Waiting Times, Ping, predetermined Team Formations and everything else might still play a Role.
The Problem, though, is that you often hit far better players in Matches ranked And technically, against whom you have little Chance, which can be very frustrating, especially if you're the Weaker one in a Team. Since the Rounds usually only last 5 Minutes, you can still go in search of a thrilling Match.
For a change, there are also other Game variants, Ice Hockey and Basketball, for example, as well as different Arenas and different Settings with the use of Power-Ups or the Effect of Contacts.
The Cars can be spiced up before the Game starts, but this is all purely visual and decorative (probably also the Shape of the Car).
You can also spend a lot of extra Money in the Game, but there is no Pay To Win. Even the ""Lootboxes,"" which costs more than 1 Euro to open, do not offer any important Advantages for playing.
Still, if you're not exactly a pro, the Game will be the most Fun with Friends versus Friends. The Game idea is so entertaining that you can probably play it again and again.
The Graphics I think are very good for such a multiplayer title with such a high Pace of play. Only if you really have nothing to do and look at the Area could you stumble across some Backdrops from ""Cardboard.""
The Sound is apt, the Control with Controller is fairly simple (technically, running the Ball well is an Art).
There are a lot of Achievements for which you have to do something.
Pro &amp; Contra: + An ingenious Game idea + Entertaining Matches, especially with Teamchat + Very nice Graphics o Very much entertaining Frills (E.g. for the optical Upgrade of the Vehicles)-The Level rise is somewhat problematic:--It is only tied to Points, not In real deeper ""skills""--He's permanent (no matter how many times you play RL)-Match-finding Public Matches can be problematic--You soon encounter players who play far better and the demotivated Standings: 9/10 A real entertaining Ball Game especially with Friends versus Friends or Bots.
If you have the appropriate Ambitions and Talents, playing a Part In the public Games can also Be fun in the long term."
Rocket League,Rocket League is a great game with a great community. Everyone is friendly and encouraging every step of the way. 
Rocket League,"Playing this game with the homies at midnight is the perfect night. I find myself always coming back to this game because of how simple yet complex the gameplay is and that I can play cross-platform with friends. Although it's coming out as a free-to-play, it truly is worth the $20 buy-in."
Rocket League,"Overall 8.7 / 10<br/><br/>Gameplay 8 / 10
<br/>Story N/A<br/>Visuals 8 / 10
<br/>Length 10 / 10
<br/>Enjoyment 9 / 10
"
Rocket League,"I played this game for 1.800h now. (GrandChampion btw) <br/>Is there more I need to say? <br/>100% recommend, even if you don't like soccer or cars in particular."
Rocket League,"Is it good? Nah, it's one of the best games of all time. Easy to play yet impossible to master. Excitement every time you score a goal. "
Rocket League,9.7/10
Rocket League,Best car soccer game currently on the market.
Rocket League,good game. hard to master. fun to play with friends
Rocket League,Literally the best game ever to be made.
Rocket League,5/10
Rocket League,72/100
Rocket League,Amazing party and social game
Rocket League,Milk &amp; cookies...
Rocket League,"I'm not very good at this game, but I admit that it's great because of the great gameplay it has"
Cyberpunk 2077,Having played release and now on 1.6 the difference is night and day. This Game really shines now the bugs have been ironed out and the story is a genuine joy to play. If you never played it at release I urge anyone who was interested to give it a go now as this is now the experience we all wished we had at release.
Cyberpunk 2077,"I have no idea why everyone rated this game ""exceptional"" but sure isn't. The story might be ""good"" but the gameplay is bad, repetitive and boring asf. I wouldn't recommend this game to anyone but of course, this is just my opinion."
Cyberpunk 2077,"<div>I started playing a long time after release and I didn't experience many issues. I saw a car flip into the air for no reason, that was fun. I had to clear out all enemies from an area and one of them was in the group, that was not so fun. Ultimately, I enjoyed running around Night City and meeting some interesting characters. I didn't much like the FPS style combat and didn't feel like my character upgrades were doing much of anything. <br/></div><div><br/></div><div>Date Completed: 2022-08-21 <br/></div><div>Playtime: 30h <br/></div><div>Enjoyment: 7/10 <br/></div><div>Recommendation: It's no Witcher but, at this point, I think it's worth a run through.</div>"
Cyberpunk 2077,"I was really not expecting to like this game as much as I did. From the first major mission setting up the main storyline I was on board and everything after was just a great ride. There were a lot of great side missions with a good handful of some fun detective work in a few. There are great companion characters that you will grow to love. Judy is one of my favorite game characters now with her awesome story arc and great VO performance. Speaking of VO, female V was incredible. That actor gave an incredible performance and nailed all the emotion she needed to convey in her scenes. Gameplay is fun but nothing special. It's very fun to just dice people up with mantis blades. I know this game had a hell of a rocky start but after the patch I encountered almost no bugs or crashes and just enjoyed the story and the world as I think they intended. I really hope others had as good of a time as I did with it."
Cyberpunk 2077,"It just didn't come together right. It's not that the game is low quality, but there is no real spirit that would make this game exceptional."
Cyberpunk 2077,"alright i know what im supposed to say about this game and what i actually feel about it are 2 different things so im just gonna tell you what i actually feel about the game but it must stay between me and you. I shit myself not once, not twice, not even three times. I played and shit myself 4 times in this game and each time i felt like a new character in a fresh new anime. Thats until you pass the intro for each lifepath of course but the gameplay is fun each time. 9/10, not a masterpiece but my god it is fun"
Cyberpunk 2077,"I know how everyone suffered but I finished this game without bugs and I loved this game. It has a lot of problem, a lot of expected features missing but still it made me play it. This game is most immersive game I've ever played and probably it will stay like this. Night City is best looking city in a video game world, I wish that it felt more alive too. Even driving a car in that city is an experience you should taste. Most underrated part is writing of this game. Main story is not original but side quests and characters are amazing. I believe everyone should play this game, at least when it is playable to everyone. "
Cyberpunk 2077,"Cyberpunk 2077 portrays a hyper-capitalist future where megacorporations have beyond the capacity of governments to control them, creating a dystopian world. Everything is for sale; nothing is protected. Dedication to this environment is what makes Cyberpunk a wonderful success story.

"
Cyberpunk 2077,"Buggy as hell, not even close to what it was supposed to be, unforgettable experience, loved (almost) every minute."
Cyberpunk 2077,"TW // Suicide<br/><br/>SPOILERS AHEAD<br/><br/><br/>Cyberpunk 2077 is a game that seemed to be doomed on release, what with the many delays, the onslaught of bugs and glitches, previous-gen consoles running the game like a progerian. So much backlash against the game put onto lists of the worst games of 2020, and even with CD Projekt Red getting sued by their sponsors I still came out of this game loving it to the high heavens.<br/><br/>With a nice blend of GTA style gameplay with RPG style leveling systems and questing, Cyberpunk 2077 takes you through an emotional downfall of your character V trying to make it in Night City but after one bad heist ends up with proclaimed rock legend Johnny Silverhand, voiced by Keanu Reeves, overwriting her brain and you have to try to figure out how to stop it by having various interactions with the different Night City gangs, teaming up with the big corporation Arasaka, and ultimately coming to a six-pronged fork in the road with various choices on how you the player would like to go out.<br/><br/>The side missions are overall pretty great. The NCDP dispatches, Assault in Progress', Fixer jobs, and Cyberpscyho Sightings all play out like radiant quests with a limit and at a certain point they can get kind of tedious, but there's so much compacted into Night City that getting to and from each job isn't much of a hassle.. until you get to the Badlands where the spacing is at it's absolute worse having hundreds of km between each job which is where I started finding them to get really tiring.<br/><br/>There's a handful of romanceable characters with their own stories that I found to be pretty entertaining. I really only cared about romancing with Judy and Panam, but sadly the game cucked me from Panam because I decided to play as a female V but nonetheless I had a lot of fun going through the different characters and watching them progress and gain these relationships.<br/><br/>And of course, you can't talk about Cyberpunk 2077 without mentioning the absolute absurdity of Johnny Silverhand being voiced by Keanu Reeves. The relationship you grow with this character throughout the game is phenomenal. Starting off with you two hating each other guts to soon enough letting him take control of your body so he can try to fuck his ex from 50 years ago to which he blue balls him right before he's about to stick it in. I find myself gravitating towards the side character that makes comments about what's going on, and that's one of the purposes that Johnny holds. Think Joker in Arkham Knight. The gameplay was already an immense amount of fun and the story is captivating, but the extra frosting of hearing Keanu make sarcastic comments about everything or insult my cock just makes the Night City experience all the greater.<br/><br/>One last thing I wanna discuss is the endings. As said before, there are about 6 different ways that you can end the game, and I played through 5 of them. I would've gone for the secret 6th ending but I fucked up a dialogue route with Johnny earlier in the game and I honestly don't have the drive to replay the entire game and rebuild my character after putting 90 hours into this game, but I digress. The different endings you have are<br/><br/>1) V takes over her body but will only have 6 months to live due to her body rejecting her code and accepting Johnnys.<br/>2) Johnny takes over V's body and lives his life.<br/>3) V takes over her body but will only have 6 months to live due to her body rejecting her code and accepting Johnnys... but with the addition of living the rest of her life with Judy, Panam, and the rest of the Aldecaldos clan.<br/>4) Let Arasaka deal with the problem to which a bunch of wild shit happens in space and soon you're given the decision to either stay with the Arasaka and become part of their coded program or go back to earth and die soon later.<br/>5) Commit suicide.<br/>6) Invade Arasaka with Johnny, basically a suicide run.<br/><br/>Now I could go on about each and every ending that I was able to play, but I'll sum up my thoughts quickly for the first 4. V taking over her body is a really sad and lonely ending which I actually like how it's not happy. Johnny taking over is sweet, wholesome, and emotional. The best way I can describe it is melancholic. V living with the Aldecaldos is without a doubt the best ending in the game because she gets to spend the rest of her short-lived life with her friends and family. Teaming up with the Arasaka is like a Twilight Zone episode and the ending that I have the least amount of feelings on.<br/><br/>Now for the suicide ending, an ending that's deemed as ""The Bad Ending"" but I personally don't. I find it more, the beautiful ending. Coming from someone who's has a history with the topic both personally and being around people with their own personal history, the way the devs wrote this ending is absolutely perfect. After watching the camera pan away from V and Johnny sitting together starring out to Night City, you hear a gunshot and the credits start rolling. Now, with every ending you get certain characters that have a response to the kind of ending you chose, so with this particular ending each character displays the exact different type of reaction to a close one committing suicide. Vik feels regret, Judy is demolished, Panam is furious, Kelly goes on a rant about suicide being glorified, and finally Rivers and Misty accept it, with Rivers telling a story of when his cop buddy killing himself and ending the message wishing that V is living a better life. Misty talks a bit is surprisingly relaxed about the entire thing and understands your decision, and then ends off with wishing that hopefully one day you, her, and Jackie can all meet up in the afterlife. It's an ending that genuinely left me emotional and speechless at how beautifully they handled the topic<br/><br/>Overall, Cyberpunk 2077 is an emotional ride of marvelous beauty and easily grew to be one of my favorite games that I have ever had the joy to play. Of course, I had my bugs and glitches but none of them were ever game-breaking, just really funny which having a history with Bethesda games makes these random moments where the game doesn't work properly actually up the enjoyment for me. I wholeheartedly believe that Cyberpunk 2077 deserves a second chance and I hope eventually video game culture will ease the fuck up and come to terms with what happened and decide to pick up this game because I recommend it heavily. Especially on Xbox Series X because that's what I played it on and like I said, didn't really experience anything game-breaking.

<br/><br/>FINAL SCORE: 9-9.5/10<br/><br/>oh yeah and the radio stations are filled with BANGERS <a href=""https://open.spotify.com/playlist/6QiUGzFvKHYjKysAb43wza?si=6d502d4c244147fd"" rel=""nofollow"">https://open.spotify.com/playlist/6QiUGzFvKHYjKysAb43wza?si=6d502d4c244147fd</a>"
Cyberpunk 2077,"Played it on PC. Loved almost every second, besides bugs and technical issues. Solid gameplay, interesting storylines (especially in side quests) and one of the best characters in video games. Visuals are stunning with rtx and maxed out details. <br/><br/>On contra, the city is not very reactiv and more like a stage for the story and characters. It can't be compared to a GTA. <br/><br/>9.5/10"
